;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0;40.09090909090909;28.636363636363633;32.45454545454545;54.409090909090914;45.81818181818181;57.272727272727266;76.36363636363636;181.36363636363635;87.81818181818181;129.8181818181818;131.72727272727275;103.09090909090908;157.5;209.04545454545456;70.63636363636363
1;28.636363636363633;20.454545454545457;23.181818181818183;38.86363636363636;32.72727272727273;40.909090909090914;54.54545454545455;129.54545454545453;62.72727272727273;92.72727272727273;94.09090909090908;73.63636363636364;112.49999999999999;149.3181818181818;50.45454545454545
2;32.45454545454545;23.181818181818183;26.272727272727273;44.04545454545454;37.09090909090909;46.36363636363637;61.81818181818182;146.8181818181818;71.0909090909091;105.0909090909091;106.63636363636363;83.45454545454545;127.49999999999999;169.22727272727272;57.18181818181818
3;54.409090909090914;38.86363636363636;44.04545454545454;73.8409090909091;62.18181818181818;77.72727272727272;103.63636363636363;246.13636363636363;119.18181818181817;176.18181818181816;178.77272727272728;139.9090909090909;213.75;283.7045454545455;95.86363636363636
4;45.81818181818181;32.72727272727273;37.09090909090909;62.18181818181818;52.36363636363637;65.45454545454545;87.27272727272728;207.27272727272725;100.36363636363636;148.36363636363637;150.54545454545453;117.81818181818183;180.0;238.90909090909088;80.72727272727273
5;57.272727272727266;40.909090909090914;46.36363636363637;77.72727272727272;65.45454545454545;81.81818181818183;109.0909090909091;259.09090909090907;125.45454545454545;185.45454545454547;188.18181818181816;147.27272727272728;224.99999999999997;298.6363636363636;100.9090909090909
6;76.36363636363636;54.54545454545455;61.81818181818182;103.63636363636363;87.27272727272728;109.0909090909091;145.45454545454547;345.45454545454544;167.27272727272728;247.27272727272728;250.90909090909088;196.36363636363637;300.0;398.18181818181813;134.54545454545456
7;181.36363636363635;129.54545454545453;146.8181818181818;246.13636363636363;207.27272727272725;259.09090909090907;345.45454545454544;820.4545454545455;397.27272727272725;587.2727272727273;595.9090909090909;466.3636363636364;712.5;945.6818181818181;319.54545454545456
8;87.81818181818181;62.72727272727273;71.0909090909091;119.18181818181817;100.36363636363636;125.45454545454545;167.27272727272728;397.27272727272725;192.36363636363637;284.3636363636364;288.5454545454545;225.8181818181818;345.0;457.9090909090909;154.72727272727272
9;129.8181818181818;92.72727272727273;105.0909090909091;176.18181818181816;148.36363636363637;185.45454545454547;247.27272727272728;587.2727272727273;284.3636363636364;420.3636363636364;426.5454545454545;333.8181818181818;509.99999999999994;676.9090909090909;228.72727272727272
10;131.72727272727275;94.09090909090908;106.63636363636363;178.77272727272728;150.54545454545453;188.18181818181816;250.90909090909088;595.9090909090909;288.5454545454545;426.5454545454545;432.81818181818187;338.7272727272727;517.5;686.8636363636364;232.09090909090907
11;103.09090909090908;73.63636363636364;83.45454545454545;139.9090909090909;117.81818181818183;147.27272727272728;196.36363636363637;466.3636363636364;225.8181818181818;333.8181818181818;338.7272727272727;265.0909090909091;404.99999999999994;537.5454545454545;181.63636363636365
12;157.5;112.49999999999999;127.49999999999999;213.75;180.0;224.99999999999997;300.0;712.5;345.0;509.99999999999994;517.5;404.99999999999994;618.75;821.25;277.5
13;209.04545454545456;149.3181818181818;169.22727272727272;283.7045454545455;238.90909090909088;298.6363636363636;398.18181818181813;945.6818181818181;457.9090909090909;676.9090909090909;686.8636363636364;537.5454545454545;821.25;1090.0227272727273;368.3181818181818
14;70.63636363636363;50.45454545454545;57.18181818181818;95.86363636363636;80.72727272727273;100.9090909090909;134.54545454545456;319.54545454545456;154.72727272727272;228.72727272727272;232.09090909090907;181.63636363636365;277.5;368.3181818181818;124.45454545454545
