User,Tweet
Dawn Kopecki,"The US just overtook Spain in #coronavirus cases, becoming the 3rd-worst outbreak in the world after China and Italy, according to @JohnsHopkins 

81,321 China
53,578 Italy
25,493 US
25,374 Spain
22,213 Germany
20,610 Iran"
esqueci minha senha!🇧🇷🇧🇷🚩🚩,"Corrupção nas forças armadas.

Testes que custam 98,00 na Fiocruz, são comprados com $ publico por 149,00.

Aeronáutica paga 385% mais por teste de coronavírus para militares https://t.co/afVRIKLUGR"
The Gravel Institute,Bernie refocused his entire campaign on coronavirus and raised $2 million for relief. Biden has disappeared until he has figured out Zoom. Who would handle this crisis better?
SNTP,#AlertaSNTP | El periodista Darvinson Rojas denuncia que funcionarios del Faes se encuentran en su residencia refiriendo que recibieron un reporte anónimo de un caso de Coronavirus y pidiendo llevarse a algún miembro de su familia. #21Mar https://t.co/T3bW9Bzeyx
Robert Reich,"The problem isn't the economy.

The problem is the coronavirus.

To slow its spread, the economy must be shut down.

People must stay home. 

But they need income assistance to pay their bills. 

Hospitals need adequate supplies. 

This is what Congress should be working on."
"Private Joker, USMC",I fired my highest paid employee ($120K/yr) after she said we should fire the support staff ($15-25/hr) so business could withstand the #COVID19 threat wo affecting the “big earners”.  F*ck that elitist BS. These are people GD!!! I’ll go into debt to survive this @gop sh*tshow!
Beatriz Gutiérrez Müller,Desecha rumores y campañas de miedo. Conferencia de la @SSalud_mx. Actualización #coronavirus https://t.co/HE8S2qaXFX
Jon Cooper 🇺🇸,Homophobic GOP Rep. Andy Biggs Voted Against Coronavirus Bill Because It Gives Sick Leave to Same-Sex Partners https://t.co/lebuyTzU3G
Gang Capati,"We lost 3 doctors yday. A cardiology fellow at the Philippine Heart Center, a medical oncologist fr San Juan de Dios Hosp &amp; an anesthesiologist from Manila Doctor’s Hosp.Don't lie about your travel history. For now, no buts. DON'T.

#Covid19 #RockEdRelief 854am SUN22MAR2020 //"
Dr. Edsel Salvana,"The medical community stands in solidarity with the world against #COVID19. We are willing to risk our lives to save lives. But we need ADEQUATE PERSONAL PROTECTIVE EQUIPMENT (PPE). We will SACRIFICE, but we will NOT commit SUICIDE. Show your support! We need #PPE! Thank you!"
Florencia Gudiño ϟ,"Mi hermana se iba a casar hoy, Sabado 21/3, pero por el coronavirus no pudo. Por este motivo, ella y mi cuñado mandaron estos vídeos:"
Ben Norton,"Coronavirus has now reached Gaza, which is under a totally illegal, brutal, medieval-style siege by Israel

Gaza barely has health infrastructure; it has been bombed to pieces by Israel. Every Palestinian death caused by Covid-19 is blood on Israel's hands https://t.co/sWxK1Vlzlr"
inès 🐰,"j’vous demande jamais rien mais là ma tata d’amour a le coronavirus, faites un maximum de duaas svp pour qu’elle s’en sorte 🤲🏽 et restez chez vous vraiment ça n’arrive pas qu’aux autres"
nachosan,"Me alarme mucho con la noticia de que Dybala tiene coronavirus. Yo pensé que los jóvenes exitosos, talentosos y ultra facheros eran inmunes. Voy a empezar a cuidarme más."
New Culture 👑,"My immune system if I get the coronavirus

 https://t.co/RWWwCymo8i"
Fabricio Ballarini,"Reporte coronavirus: 

67 nuevos, 225 total. 
Duplicamos el número de ayer. 
Más justificación para guardarte fuerte.

No salgas de tu casa."
SOS Valpo,"#URGENTE Personal de Hospital Gustavo Fricke de Viña del Mar realizan llamado a Carabineros para informar q paciente diagnosticado d #coronavirus habría escapado del recinto. El paciente fue identificado como Ismael Benjamin Otaiza, cualquier información llamar 133 u hospital https://t.co/JJCEB6Vs1x"
Dr. Theresa Tam,"1/4 Thanks go out to all Canadians who are listening and engaged in #SocialDistancing, changing behaviours &amp; routines, and disrupting plans to take on our national challenge to #SlowTheSpread. #COVID19 #PlanktheCurve #TeamCanada"
Laurence Tribe,"Habeas corpus!

https://t.co/aXoXKmO7IR -"
Lenín Moreno,La guerra contra el #Covid19 requiere incluir a los mejores ecuatorianos en la primera línea. He escogido al profesional más idóneo para enfrentar esta nueva fase de la emergencia. #JuanCarlosZevallos liderará  @Salud_Ec con una amplísima trayectoria profesional y académica. https://t.co/YBsSIY7rCg
Agencia El Vigía,"Dos enfermos con coronavirus se escaparon del Hospital de Pilar y subieron a un colectivo de la línea 520. Fueron detenidos, los pasajeros debieron comenzar cuarentena y la línea dejó de funcionar. Vía @marceloCena https://t.co/iTrSWlI4dv"
The New York Times,"President Trump’s performance has put these traits on display:

—profound need for personal praise
—propensity to blame others
—lack of human empathy
—penchant for rewriting history
—disregard for expertise
—distortion of facts
—impatience with scrutiny https://t.co/egbzlCXaOW"
Gustavo Sylvestre,"A pesar de la pandemia, más de 30 mil argentinos dejaron el país entre el 13 y el 19 de marzo https://t.co/bY9iyXI3mw"
Virna ✨,"-El coronavirus es un tongo del gobierno para impedir las manifestaciones (lunes)
-El gobierno no hace nada para contener el coronavirus (miércoles) 
-Todos a la plaza de la dignidáh, no importa el coronavirus (viernes)
-La culpa de la muerte de anciana es de Mañalich (sábado)"
New York Times Opinion,"A shift manager at a McDonald’s restaurant in Kansas City, Mo., asks why a company that earned $5.3 billion last year can’t guarantee paid sick leave for all of its workers. https://t.co/5AWIY3UORc https://t.co/k9AIxnXTMe"
Republic,Today will witness the nation coming together to defeat the Coronavirus. We at the Republic Media Network are proud to join hands with our honourable @PMOIndia’s #JantaCurfew initiative! https://t.co/aYdl6kZfJl
Ghassan Basile,"#coronavirus: Philippe Klein, médecin de la communauté française de #Wuhan, lutte toujours au chevet des malades. Il prévient que les mesures prises en France sont insuffisantes. Pour lui, ""le confinement ne servira à rien!"", il faut arrêter toute activité dans l'Hexagone. https://t.co/EL2b6rU5is"
Jennifer Cohn ✍🏻,"I can’t read minds, but Trump is behaving exactly like someone would behave if they wanted us sick and helpless to make way for an authoritarian grab. Exactly. #coronavirus https://t.co/gSY47ZgVHl"
SOS Valpo,"#URGENTE Personal de Hospital Gustavo Fricke de Viña del Mar realizan llamado a Carabineros para informar q paciente diagnosticado d #coronavirus habría escapado del recinto. El paciente fue identificado como Ismael Benjamin Otaiza, cualquier información llamar 133 u hospital. https://t.co/TYaD4dlOly"
DRUSKI,Frat Guys During Quarantine for Coronavirus 😂😂😂😂 They think their Invincible 😭😭 https://t.co/VPhRMnZl3Q
Sanjuana Martínez Montemayor,¿Todavía tiene familia @lopezdoriga incluso ahora sin cientos de millones del chayote que recibía y sin nadie a quien  extorsionar? Increíble. Enhorabuena. Nosotros estamos trabajando. Usted dedíquese a recuperar su nula credibilidad y ya no mate gente del coronavirus por favor. https://t.co/GPVzvjtN8o
วิภว์ บูรพาเดชะ,"ฝากข่าวถึงแพทย์และพยาบาลครับ ช่วงนี้โรงแรม The Quarter Residence บริการที่พักสำหรับหมอ พยาบาล และบุคลากรทางการแพทย์ ฟรี! เพราะอยากให้ทีมจาก รพ. ใกล้เคียงมาอาบน้ำ มานอนพัก ไม่ต้องเหนื่อยเดินทางไกล

#COVID19

เอกสารที่ต้องใช้
- บัตรปชช.
- บัตรประจำตัวจากรพ. https://t.co/LoeuIPJKbc"
Gil Diniz,"Justiça deu liminar suspendendo o edital de 103 milhões da prefeitura de São Paulo para os artistas fazerem perfomances durante o Coronavírus!

Proposta absurda do sucessor de João Doria na Prefeitura de São Paulo. É o padrão tucano de gestão do dinheiro do pagador de impostos!"
Gwen Snyder sees ICE using COVID for genocide,"The Trump administration is seeking to suspend habeas corpus, an incredibly essential Constitutional right.

Be *very* aware that fascists use times of crisis to consolidate power, and this is exactly what that looks like.

https://t.co/talFqrlMjn"
Alerta News 24,🇨🇴 | URGENTE - CORONAVIRUS: El excandidato presidencial y líder de oposición Gustavo Petro dio positivo para coronavirus.
CBC News,"Social distancing measures in Canada could be in place for months, Canada's health minister said today. Patty Hajdu warned that not following the measures in place now could lead to more strict measures later to confine people to their homes. #COVID19 https://t.co/WG3c0CYrSb"
Lucy van Oldenbarnev,"'I’m screaming as loud as I can’ says this ICU doc. 

Total number of cases in Ont. is doubling every 4 days, if that growth continues, Ont’s 2,053 ICU beds will run out by mid-to-late April. 

The impact on the health care system could be total collapse https://t.co/um5p6gB1QV"
Kambree,My family member (a practitioner) in Dallas works at one of the biggest hospitals in North Texas told me they have ZERO cases of the Coronavirus. People with flu are still coming in. Not Coronavirus.
Senator Rand Paul,"We absolutely must, must, resist government run amok taking advantage of a crisis.  This is how your liberty dies. Stand up America and resist. 

DOJ seeks new emergency powers amid coronavirus pandemic - POLITICO https://t.co/kN6twMTR4f"
Anto 💚,"El 3 de marzo se encontró el primer caso de Coronavirus en Argentina. Al 13 de marzo, ya declarada pandemia por la OMS, habían confirmado 31 casos.
Entre el 13 y el 19 de marzo, por Ezeiza salieron 19509 personas que ahora solicitan volver. ¿Qué se hace con esa gente?"
Henrique Araújo,"Bolsonaro à CNN agora:

- voltou a falar em cura para Covid-19

- chamou governadores de irresponsáveis 

- disse que Mandetta exagerou no tratamento da crise 

- puxou orelha do ministro por falar em colapso do SUS  

- reiterou que, pra ele, o coronavírus é uma gripezinha."
raul kollmann,"Muy buena frase de concientización en Italia. Hola,soy el CORONAVIRUS, no tengo piernas para difundirme, uso la de los ESTUPIDOS!!!!!"
Spectrum News NY1,"BREAKING: There are now 8,115 cases of coronavirus in NYC, per City Hall. At least 1,450 are hospitalized, including 370 in the ICU. There have been 60 deaths citywide.

Positive results by borough:
Queens: 2,254
Manhattan: 1,868
Brooklyn: 2,484
Bronx: 1,071
Staten Island: 437"
CNN,"Reclusive, nocturnal, numerous -- bats are a possible source of the coronavirus. Yet some scientists concur they are not to blame for the transfer of the disease that's changing daily life -- humans are https://t.co/d1mA60M9g6"
Re🇧🇷,"O advogado Daniel Victor Ferreira Gallo conseguiu na justiça liminar suspendendo o edital de 103 milhões da prefeitura de São Paulo para os artistas fazerem perfomances durante o Coronavírus!!

Quantos aplausos esse guerreiro merece??

👏👏👏👏👏👏👏👏👏"
Bruno Rodríguez P,"Hasta #Lombardía, la región de #Italia más afectada por el nuevo #coronavirus, llegará el espíritu solidario y humanista de #Cuba. Tras solitucitud de sus autoridades de salud, 52 médicos y enfermeros cubanos parten a ese territorio para ayudar en el enfrentamiento a la #COVID19. https://t.co/uQxIi88gTY"
Pablo Gravellone,"TREMENDO EL DATO: dale RT PARA QUE SE SEPA!
Entre el 13 y el 19 de marzo se fueron por EZEIZA 19500 ARGENTINOS AL EXTERIOR. 9400 viajaron a Brasil. 
El 13 de marzo ya habia 30 casos de coronavirus. Se fueron sabiendo que habia pandemia.
SE CAGARON EN EL PAIS."
Mark R. Levin,"Communist Chinese regime is lying again
https://t.co/Yri6ymr9lk"
Chuck Schumer,"I’m fighting for our public health infrastructure. For hundreds of billions of dollars for masks, beds, ventilators, tests, and more.

I’m fighting to ensure no one goes into financial ruin because of coronavirus. Service and industry workers, gig workers, freelancers, and more. https://t.co/LHXj7vrVly"
Manuel Adorni,El número de detenidos en todo el país por incumplir la cuarentena asciende a más de 2.500. La estupidez avanza más rápido que el Coronavirus.
Richard Martínez,"La exMinistra Andramuño, en su renuncia, dice que no ha contado con asignación presupuestaria para atender la crisis fruto del #COVID19. 
Esto es FALSO. En sus propias declaraciones (viernes 20 de marzo) afirma haber contado con todos los fondos desde enero. Escuchen 👇🏼. 1/2 https://t.co/ckvL4km4xc"
Tea Pain,"MAGA cleans out Dollar Tree toilet paper while cheerin’ “Go Donald Trump!”

Makes perfect sense, don’t it? https://t.co/Gs10QRkoZl"
(((Howard Forman))),"The US just passed #Spain to become #3 in total #Covid19 cases &amp; is #2 in active cases. We will overtake #China &amp; possibly #Italy by next weekend in total cases. We will, hopefully, remain in much better company w/r/t to CFR/deaths. Testing is our hope &amp; it is growing quickly. https://t.co/IyAVBsKqqn"
